Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating
EMP2184,42,Male,Designer,Finance,26,Hybrid,39,3,3
EMP2185,29,Female,Designer,Finance,30,Hybrid,57,0,1
EMP2186,48,Prefer not to say,Software Engineer,Education,20,Hybrid,27,11,2
EMP2187,26,Non-binary,Project Manager,Manufacturing,2,Hybrid,28,7,4
EMP2188,42,Prefer not to say,Project Manager,Retail,33,Remote,29,7,5
EMP2189,54,Female,Marketing,Education,28,Remote,31,14,3
EMP2190,50,Female,HR,Consulting,20,Onsite,42,1,3
EMP2191,59,Male,Sales,Manufacturing,35,Hybrid,43,9,3
EMP2192,43,Female,Marketing,Retail,29,Hybrid,57,12,5
EMP2193,29,Male,Marketing,Consulting,7,Remote,47,9,2
EMP2194,41,Prefer not to say,Project Manager,Retail,7,Onsite,51,2,1
EMP2195,22,Male,Designer,Finance,12,Hybrid,26,7,2
EMP2196,31,Male,Software Engineer,Consulting,24,Onsite,22,11,3
EMP2197,43,Prefer not to say,Project Manager,Finance,19,Hybrid,52,6,2
EMP2198,56,Prefer not to say,Marketing,IT,2,Onsite,27,1,3
EMP2199,45,Non-binary,Project Manager,Consulting,16,Remote,20,7,5
EMP2200,30,Non-binary,HR,Healthcare,29,Onsite,21,6,3
EMP2201,48,Male,Software Engineer,Retail,13,Onsite,55,8,2
EMP2202,22,Male,Sales,Retail,9,Hybrid,60,10,1
EMP2203,57,Female,Software Engineer,Education,12,Hybrid,21,1,5
EMP2204,59,Male,HR,Finance,16,Hybrid,45,14,5
EMP2205,52,Male,Software Engineer,Education,17,Remote,31,3,5
EMP2206,28,Non-binary,Designer,Finance,5,Remote,53,5,3
EMP2207,27,Female,Data Scientist,Consulting,27,Onsite,53,3,3
EMP2208,26,Non-binary,Designer,Education,29,Hybrid,52,4,3
EMP2209,33,Male,Designer,IT,7,Remote,40,9,4
EMP2210,22,Prefer not to say,HR,Manufacturing,11,Remote,54,0,2
EMP2211,31,Male,Designer,Retail,35,Remote,46,13,1
EMP2212,48,Female,Data Scientist,Finance,14,Onsite,56,7,5
EMP2213,28,Prefer not to say,HR,Manufacturing,30,Remote,44,12,2
EMP2214,38,Female,HR,Manufacturing,21,Onsite,26,8,1
EMP2215,56,Prefer not to say,Project Manager,Healthcare,25,Hybrid,40,9,2
EMP2216,42,Non-binary,Sales,Finance,15,Remote,42,10,3
EMP2217,38,Male,Marketing,Finance,11,Remote,25,7,1
EMP2218,57,Non-binary,Project Manager,Finance,28,Hybrid,47,2,3
EMP2219,52,Male,Data Scientist,Retail,34,Onsite,32,8,2
EMP2220,30,Prefer not to say,HR,Consulting,25,Onsite,46,11,3
EMP2221,43,Non-binary,Sales,IT,23,Onsite,54,15,3
EMP2222,25,Female,Project Manager,Education,34,Onsite,20,10,4
EMP2223,37,Prefer not to say,Sales,Consulting,19,Remote,55,6,5
EMP2224,25,Prefer not to say,Sales,Finance,25,Remote,22,1,1
EMP2225,46,Male,HR,Manufacturing,31,Remote,37,4,4
EMP2226,59,Prefer not to say,Designer,Retail,29,Onsite,46,12,2
EMP2227,42,Non-binary,Sales,Education,25,Onsite,46,15,3
EMP2228,51,Male,HR,Consulting,5,Hybrid,51,11,4
EMP2229,43,Non-binary,Designer,Healthcare,24,Hybrid,41,3,3
EMP2230,26,Prefer not to say,Data Scientist,Finance,10,Onsite,24,3,1
EMP2231,48,Male,Marketing,IT,31,Hybrid,48,5,4
EMP2232,44,Non-binary,Sales,Consulting,8,Hybrid,24,8,5
EMP2233,47,Prefer not to say,Data Scientist,Retail,4,Remote,45,10,3
EMP2234,36,Female,Marketing,Healthcare,21,Hybrid,34,3,5
EMP2235,46,Female,HR,Manufacturing,20,Onsite,44,2,1
EMP2236,51,Female,Designer,Manufacturing,13,Remote,25,11,5
EMP2237,33,Non-binary,Marketing,Finance,25,Hybrid,37,9,2
EMP2238,49,Non-binary,Marketing,Consulting,14,Hybrid,52,7,3
EMP2239,26,Male,Marketing,Healthcare,27,Remote,56,5,3
EMP2240,43,Prefer not to say,Project Manager,Finance,5,Hybrid,45,10,3
EMP2241,26,Male,Sales,Consulting,17,Remote,46,8,2
EMP2242,55,Non-binary,Project Manager,IT,34,Hybrid,52,7,5
EMP2243,23,Male,Project Manager,Education,30,Hybrid,28,12,1
EMP2244,49,Prefer not to say,Project Manager,Consulting,13,Onsite,39,15,2
EMP2245,36,Non-binary,HR,Manufacturing,23,Remote,44,13,5
EMP2246,40,Prefer not to say,Software Engineer,Education,8,Remote,49,0,1
EMP2247,59,Prefer not to say,Sales,IT,3,Onsite,32,9,2
EMP2248,50,Male,Project Manager,Consulting,26,Onsite,36,13,1
EMP2249,25,Non-binary,Sales,Consulting,12,Hybrid,22,2,3
EMP2250,27,Non-binary,Marketing,IT,1,Onsite,57,11,4
EMP2251,36,Female,Designer,IT,8,Remote,33,14,1
EMP2252,36,Non-binary,HR,Finance,1,Hybrid,48,1,4
EMP2253,43,Male,Designer,Education,13,Remote,29,13,1
EMP2254,53,Non-binary,Software Engineer,IT,8,Onsite,53,12,5
EMP2255,35,Non-binary,Sales,Manufacturing,24,Remote,29,13,3
EMP2256,50,Non-binary,Designer,Finance,16,Remote,21,13,5
EMP2257,39,Female,Software Engineer,Retail,15,Hybrid,52,7,5
EMP2258,35,Prefer not to say,Project Manager,Retail,25,Remote,34,3,1
EMP2259,54,Male,HR,Consulting,9,Remote,36,4,1
EMP2260,29,Male,Software Engineer,Consulting,23,Remote,42,11,2
EMP2261,60,Male,Designer,Consulting,25,Onsite,56,14,2
EMP2262,24,Non-binary,Designer,IT,3,Onsite,39,0,4
EMP2263,51,Prefer not to say,Software Engineer,Consulting,13,Onsite,50,14,1
EMP2264,56,Non-binary,Software Engineer,Healthcare,34,Onsite,20,4,4
EMP2265,51,Female,Project Manager,Manufacturing,26,Hybrid,26,1,5
EMP2266,42,Female,Project Manager,Consulting,1,Onsite,33,10,2
EMP2267,51,Male,Marketing,Retail,33,Onsite,56,8,2
EMP2268,27,Female,Designer,Retail,10,Onsite,44,9,2
EMP2269,24,Non-binary,Sales,Consulting,9,Remote,28,15,4
EMP2270,23,Female,Marketing,Education,10,Remote,53,11,1
EMP2271,24,Non-binary,Project Manager,Healthcare,17,Onsite,26,13,2
EMP2272,47,Female,Software Engineer,Healthcare,32,Hybrid,52,2,1
EMP2273,35,Non-binary,Sales,Healthcare,23,Hybrid,26,0,1
EMP2274,33,Non-binary,Designer,Education,30,Hybrid,20,9,3
EMP2275,50,Female,Project Manager,Manufacturing,17,Onsite,26,14,2
EMP2276,37,Prefer not to say,Data Scientist,Healthcare,29,Remote,57,4,4
EMP2277,43,Male,Sales,Finance,31,Onsite,21,1,4
EMP2278,45,Male,Project Manager,Consulting,19,Onsite,22,4,4
EMP2279,59,Female,Data Scientist,Education,25,Onsite,29,14,2
EMP2280,31,Male,Project Manager,IT,33,Onsite,37,3,4
EMP2281,60,Male,Data Scientist,Retail,19,Onsite,31,5,1
EMP2282,35,Female,Project Manager,Retail,31,Hybrid,57,13,5
EMP2283,32,Female,Designer,Manufacturing,13,Onsite,27,2,4
EMP2284,25,Prefer not to say,Project Manager,Education,21,Onsite,49,2,3
EMP2285,30,Female,Designer,Retail,12,Remote,36,3,2
EMP2286,50,Non-binary,Sales,Retail,10,Onsite,27,7,3
EMP2287,39,Prefer not to say,Data Scientist,Retail,27,Remote,29,6,4
EMP2288,30,Female,Project Manager,Healthcare,24,Hybrid,24,0,1
EMP2289,58,Prefer not to say,Sales,IT,25,Hybrid,26,6,2
EMP2290,41,Female,Data Scientist,IT,8,Hybrid,47,15,4
EMP2291,42,Non-binary,Marketing,IT,19,Hybrid,47,1,2
EMP2292,39,Non-binary,Sales,IT,26,Remote,52,5,3
EMP2293,48,Female,Data Scientist,Consulting,12,Remote,33,2,5
EMP2294,38,Prefer not to say,Designer,Manufacturing,19,Hybrid,52,4,2
EMP2295,31,Prefer not to say,Marketing,Finance,35,Remote,43,12,1
EMP2296,46,Male,Project Manager,IT,24,Hybrid,45,4,4
EMP2297,59,Male,Software Engineer,Finance,23,Onsite,47,5,2
EMP2298,22,Male,Marketing,Finance,2,Hybrid,32,7,4
EMP2299,58,Non-binary,HR,Consulting,24,Hybrid,33,7,5
EMP2300,41,Prefer not to say,Data Scientist,Consulting,33,Onsite,21,9,3
EMP2301,49,Prefer not to say,Sales,Healthcare,26,Hybrid,45,12,5
EMP2302,34,Prefer not to say,Project Manager,Healthcare,4,Onsite,31,3,2
EMP2303,28,Non-binary,Sales,Finance,23,Onsite,34,5,5
EMP2304,49,Male,Designer,Finance,13,Remote,40,2,5
EMP2305,32,Male,Marketing,Finance,29,Remote,26,12,1
EMP2306,28,Female,Sales,Retail,16,Remote,53,13,5
EMP2307,29,Male,Data Scientist,IT,33,Remote,56,15,2
EMP2308,24,Female,Sales,Finance,29,Hybrid,29,8,5
EMP2309,46,Female,Data Scientist,Education,8,Onsite,54,10,3
EMP2310,42,Male,Project Manager,IT,7,Remote,38,5,3
EMP2311,32,Prefer not to say,Data Scientist,Retail,4,Onsite,22,5,4
EMP2312,36,Non-binary,Marketing,Finance,16,Hybrid,52,0,1
EMP2313,25,Prefer not to say,Marketing,Education,23,Hybrid,47,12,3
EMP2314,42,Male,Designer,Consulting,25,Onsite,31,2,3
EMP2315,53,Female,HR,Healthcare,7,Onsite,36,6,4
EMP2316,31,Female,HR,IT,12,Hybrid,40,6,3
EMP2317,59,Male,Project Manager,Healthcare,31,Hybrid,48,11,1
EMP2318,39,Male,Project Manager,Consulting,23,Hybrid,30,14,2
EMP2319,36,Non-binary,Software Engineer,Finance,9,Remote,32,10,5
EMP2320,39,Male,Designer,Manufacturing,28,Hybrid,48,14,4
EMP2321,25,Male,Sales,Retail,19,Remote,25,3,1
EMP2322,42,Male,Software Engineer,Consulting,8,Remote,35,0,1
EMP2323,57,Female,Software Engineer,Finance,4,Hybrid,32,1,5
EMP2324,28,Prefer not to say,HR,Consulting,26,Remote,42,2,2
EMP2325,41,Male,Sales,Consulting,9,Hybrid,50,12,1
EMP2326,33,Prefer not to say,Software Engineer,Retail,22,Onsite,25,8,3
EMP2327,51,Prefer not to say,Project Manager,IT,7,Onsite,31,15,3
EMP2328,29,Prefer not to say,Software Engineer,Manufacturing,24,Remote,28,7,5
EMP2329,48,Prefer not to say,Sales,Retail,6,Remote,27,6,1
EMP2330,48,Non-binary,Data Scientist,Retail,14,Remote,58,14,2
EMP2331,46,Male,Designer,Healthcare,9,Onsite,22,8,4
EMP2332,23,Male,HR,Finance,9,Remote,20,4,3
EMP2333,48,Non-binary,Marketing,Manufacturing,11,Remote,52,14,1
EMP2334,57,Female,HR,Retail,6,Remote,28,10,2
EMP2335,43,Non-binary,Designer,Manufacturing,26,Remote,51,15,2
EMP2336,52,Female,Marketing,Education,35,Hybrid,57,0,2
EMP2337,42,Prefer not to say,Data Scientist,Manufacturing,30,Onsite,33,1,5
EMP2338,47,Prefer not to say,Sales,Consulting,14,Remote,50,7,4
EMP2339,28,Female,Software Engineer,Consulting,27,Remote,54,5,2
EMP2340,34,Prefer not to say,HR,Education,3,Hybrid,22,5,2
EMP2341,32,Male,Data Scientist,Manufacturing,21,Hybrid,37,8,1
EMP2342,55,Male,Project Manager,Finance,29,Hybrid,52,5,1
EMP2343,25,Prefer not to say,Software Engineer,IT,15,Onsite,56,1,4
EMP2344,47,Non-binary,Software Engineer,Finance,12,Hybrid,45,9,2
EMP2345,24,Female,Project Manager,Consulting,3,Hybrid,53,5,2
EMP2346,36,Prefer not to say,Designer,Consulting,10,Hybrid,49,11,3
EMP2347,39,Prefer not to say,Project Manager,Education,13,Hybrid,43,3,5
EMP2348,38,Male,Sales,IT,16,Onsite,32,1,4
EMP2349,25,Prefer not to say,Designer,Retail,13,Onsite,51,2,5
EMP2350,23,Non-binary,Marketing,Manufacturing,29,Remote,35,1,3
EMP2351,41,Prefer not to say,HR,IT,26,Remote,60,0,5
EMP2352,53,Prefer not to say,Marketing,Finance,14,Remote,38,0,2
EMP2353,22,Prefer not to say,Project Manager,Retail,28,Hybrid,58,5,2
EMP2354,59,Female,Marketing,Consulting,14,Remote,46,2,2
EMP2355,32,Male,HR,Retail,15,Hybrid,30,13,1
EMP2356,37,Female,Marketing,IT,31,Onsite,23,14,5
EMP2357,51,Male,HR,Healthcare,27,Hybrid,50,0,4
EMP2358,56,Prefer not to say,Software Engineer,Education,3,Remote,44,0,5
EMP2359,42,Prefer not to say,Designer,Retail,29,Remote,29,9,5
EMP2360,42,Non-binary,Designer,Consulting,12,Remote,25,10,1
EMP2361,24,Non-binary,HR,Consulting,31,Remote,40,10,5
EMP2362,34,Male,Sales,Retail,7,Onsite,38,3,4
EMP2363,33,Male,Software Engineer,Finance,24,Onsite,53,7,3
EMP2364,51,Male,Project Manager,Retail,21,Hybrid,33,11,5
EMP2365,32,Female,HR,IT,22,Remote,48,6,4
EMP2366,48,Female,HR,Healthcare,17,Hybrid,30,9,1
EMP2367,22,Non-binary,Data Scientist,Education,17,Hybrid,56,4,3
EMP2368,58,Male,HR,Finance,13,Hybrid,25,11,2
EMP2369,32,Male,Data Scientist,Retail,11,Remote,35,12,3
EMP2370,43,Prefer not to say,HR,IT,7,Remote,43,14,1
EMP2371,43,Male,Software Engineer,Consulting,24,Onsite,48,6,4
EMP2372,56,Prefer not to say,Designer,Finance,27,Hybrid,28,7,5
EMP2373,39,Female,Software Engineer,IT,32,Onsite,20,14,2
EMP2374,35,Female,Sales,Education,23,Hybrid,29,11,5
EMP2375,40,Female,Sales,Healthcare,2,Hybrid,44,0,1
EMP2376,28,Female,Sales,IT,22,Onsite,28,6,5
EMP2377,24,Female,Project Manager,Manufacturing,8,Onsite,33,5,4
EMP2378,53,Male,HR,Retail,33,Hybrid,32,4,3
EMP2379,29,Non-binary,Sales,Healthcare,33,Remote,27,12,1
EMP2380,23,Non-binary,Software Engineer,Education,1,Hybrid,27,7,2
EMP2381,36,Non-binary,HR,Finance,22,Remote,43,14,3
EMP2382,36,Male,Sales,Education,2,Remote,54,12,5
EMP2383,57,Prefer not to say,Software Engineer,IT,17,Hybrid,28,6,5
EMP2384,40,Non-binary,Project Manager,Finance,27,Hybrid,43,5,1
EMP2385,58,Prefer not to say,Project Manager,Manufacturing,34,Remote,25,3,4
EMP2386,23,Prefer not to say,Sales,IT,21,Remote,46,6,5
EMP2387,43,Male,Designer,Education,33,Remote,34,14,3
EMP2388,59,Prefer not to say,HR,Education,15,Onsite,27,14,2
EMP2389,48,Male,Marketing,IT,13,Onsite,27,3,3
EMP2390,38,Male,Marketing,Retail,11,Hybrid,21,11,4
EMP2391,56,Non-binary,Project Manager,Finance,2,Remote,20,7,2
EMP2392,29,Female,Project Manager,Finance,12,Remote,42,2,2
EMP2393,37,Non-binary,Software Engineer,Retail,10,Remote,35,0,4
EMP2394,32,Prefer not to say,Project Manager,IT,24,Onsite,60,4,3
EMP2395,43,Female,Designer,Finance,30,Remote,24,15,5
EMP2396,43,Male,Project Manager,Retail,25,Remote,58,10,3
EMP2397,25,Male,HR,IT,21,Remote,26,13,3
EMP2398,29,Prefer not to say,Project Manager,Consulting,30,Remote,34,0,1
EMP2399,59,Prefer not to say,HR,Retail,27,Hybrid,53,15,3
EMP2400,33,Non-binary,Software Engineer,Healthcare,31,Remote,44,8,5
EMP2401,22,Non-binary,HR,Retail,6,Remote,48,14,5
EMP2402,45,Female,Marketing,IT,27,Remote,33,11,4
EMP2403,24,Male,Sales,Education,24,Onsite,33,2,2
EMP2404,28,Male,Sales,Healthcare,11,Onsite,45,7,3
EMP2405,29,Prefer not to say,Software Engineer,Education,14,Hybrid,23,8,1
EMP2406,56,Non-binary,Software Engineer,Retail,22,Onsite,52,6,2
EMP2407,59,Female,Data Scientist,Finance,24,Remote,48,3,3
EMP2408,24,Non-binary,Data Scientist,Education,5,Remote,42,2,3
EMP2409,26,Non-binary,Project Manager,IT,12,Remote,49,6,5
EMP2410,59,Male,HR,Education,12,Onsite,24,12,1
EMP2411,41,Female,Sales,Healthcare,30,Hybrid,59,3,4
EMP2412,40,Non-binary,HR,Manufacturing,7,Remote,48,0,1
EMP2413,48,Male,Sales,Finance,27,Onsite,55,8,3
EMP2414,60,Male,Marketing,Manufacturing,26,Remote,56,13,3
EMP2415,32,Male,Software Engineer,Finance,7,Remote,47,10,5
EMP2416,55,Male,Sales,Healthcare,9,Remote,49,13,2
EMP2417,52,Prefer not to say,Designer,Education,33,Remote,42,1,1
EMP2418,40,Non-binary,Designer,Education,33,Onsite,57,14,3
EMP2419,56,Non-binary,Software Engineer,Manufacturing,19,Onsite,32,1,2
EMP2420,28,Female,HR,Consulting,34,Hybrid,28,12,1
EMP2421,43,Female,Data Scientist,Manufacturing,16,Remote,24,10,3
EMP2422,53,Female,Sales,Consulting,9,Hybrid,32,7,3
EMP2423,45,Prefer not to say,Marketing,Consulting,32,Hybrid,20,4,5
EMP2424,39,Female,HR,Finance,26,Hybrid,24,10,5
EMP2425,57,Female,Software Engineer,Education,29,Remote,52,0,3
EMP2426,24,Non-binary,Sales,Healthcare,13,Onsite,53,7,3
EMP2427,27,Male,Software Engineer,Manufacturing,11,Onsite,43,14,3
EMP2428,40,Female,Designer,Finance,33,Onsite,56,6,2
EMP2429,27,Prefer not to say,Designer,Healthcare,13,Remote,43,14,4
EMP2430,22,Non-binary,Sales,Retail,13,Remote,40,11,3
EMP2431,33,Male,Designer,IT,14,Hybrid,22,14,3
EMP2432,48,Female,Software Engineer,Retail,31,Hybrid,45,9,3
EMP2433,24,Prefer not to say,Marketing,Retail,17,Remote,21,5,2
EMP2434,58,Female,Data Scientist,Manufacturing,26,Remote,36,8,5
EMP2435,34,Prefer not to say,Designer,IT,30,Hybrid,42,10,5
EMP2436,50,Non-binary,Project Manager,Finance,17,Hybrid,42,4,4
EMP2437,23,Male,HR,Education,26,Hybrid,42,13,2
EMP2438,28,Prefer not to say,Project Manager,IT,14,Hybrid,45,9,2
EMP2439,57,Prefer not to say,Data Scientist,Retail,27,Hybrid,59,15,1
EMP2440,26,Male,Sales,Finance,26,Onsite,32,8,5
EMP2441,44,Prefer not to say,Marketing,Consulting,14,Hybrid,47,14,1
EMP2442,59,Male,Sales,Retail,10,Onsite,44,0,5
EMP2443,56,Prefer not to say,Sales,Healthcare,21,Remote,49,10,4
EMP2444,45,Male,Designer,Manufacturing,31,Remote,58,8,3
EMP2445,22,Prefer not to say,Marketing,Healthcare,20,Hybrid,25,10,4
EMP2446,38,Non-binary,Software Engineer,Healthcare,27,Hybrid,40,2,5
EMP2447,43,Non-binary,Designer,Healthcare,1,Hybrid,27,8,5
EMP2448,52,Non-binary,Data Scientist,Retail,12,Remote,44,0,1
EMP2449,30,Female,Data Scientist,Retail,20,Remote,57,7,5
EMP2450,40,Male,HR,IT,21,Onsite,60,5,5
EMP2451,32,Prefer not to say,Project Manager,Retail,26,Hybrid,53,14,2
EMP2452,59,Female,Sales,Consulting,9,Remote,27,8,3
EMP2453,32,Female,Designer,Retail,12,Hybrid,28,12,2
EMP2454,53,Female,Marketing,Healthcare,2,Hybrid,37,13,5
EMP2455,46,Non-binary,Designer,Education,22,Onsite,36,13,2
EMP2456,22,Male,Software Engineer,Manufacturing,18,Onsite,22,5,2
EMP2457,48,Female,Project Manager,Manufacturing,33,Remote,46,15,1
EMP2458,43,Prefer not to say,Software Engineer,Manufacturing,18,Onsite,59,3,1
EMP2459,56,Non-binary,Marketing,IT,34,Onsite,24,8,3
EMP2460,59,Non-binary,Marketing,Finance,26,Hybrid,47,7,5
EMP2461,30,Prefer not to say,Software Engineer,IT,1,Hybrid,36,0,3
EMP2462,45,Male,Data Scientist,Finance,15,Remote,46,0,2
EMP2463,35,Non-binary,Sales,Finance,7,Remote,53,10,2
EMP2464,30,Female,Software Engineer,IT,4,Hybrid,57,14,3
EMP2465,33,Female,Marketing,Healthcare,25,Remote,49,11,3
EMP2466,54,Female,HR,Finance,24,Hybrid,54,5,1
EMP2467,60,Female,Data Scientist,Retail,33,Remote,23,7,4
EMP2468,51,Female,HR,Manufacturing,6,Remote,23,6,4
EMP2469,55,Non-binary,Sales,Healthcare,26,Hybrid,45,12,5
EMP2470,41,Non-binary,Project Manager,Retail,31,Remote,21,12,2
EMP2471,30,Female,Project Manager,Finance,10,Onsite,36,2,2
EMP2472,44,Prefer not to say,Software Engineer,Retail,13,Onsite,52,7,3
EMP2473,48,Female,Data Scientist,Healthcare,26,Onsite,50,0,3
EMP2474,56,Female,Data Scientist,Finance,17,Onsite,45,15,4
EMP2475,43,Male,Designer,IT,19,Hybrid,52,11,5
EMP2476,37,Male,Software Engineer,Manufacturing,8,Remote,49,3,2
EMP2477,36,Non-binary,Sales,IT,8,Remote,23,3,5
EMP2478,45,Male,Marketing,IT,6,Hybrid,60,11,3
EMP2479,23,Female,HR,Consulting,11,Remote,49,13,3
EMP2480,57,Male,Sales,Finance,25,Hybrid,34,0,1
EMP2481,43,Female,Software Engineer,Education,11,Hybrid,31,12,2
EMP2482,59,Prefer not to say,HR,IT,9,Hybrid,56,8,1
EMP2483,49,Prefer not to say,Project Manager,Finance,5,Remote,51,7,1
EMP2484,24,Female,Data Scientist,Finance,28,Hybrid,20,15,1
EMP2485,43,Female,HR,Education,7,Remote,48,2,2
EMP2486,50,Non-binary,Marketing,Healthcare,17,Hybrid,54,0,1
EMP2487,37,Prefer not to say,Marketing,Finance,33,Onsite,36,6,2
EMP2488,48,Prefer not to say,Software Engineer,Healthcare,7,Remote,36,9,5
EMP2489,28,Female,Project Manager,Consulting,18,Hybrid,39,15,1
EMP2490,48,Female,Sales,Consulting,30,Hybrid,49,14,5
EMP2491,45,Male,Software Engineer,Healthcare,31,Hybrid,53,12,1
EMP2492,42,Non-binary,Marketing,Healthcare,9,Hybrid,50,15,3
EMP2493,56,Non-binary,HR,Healthcare,12,Remote,37,9,2
EMP2494,42,Prefer not to say,Designer,Healthcare,9,Remote,40,5,5
EMP2495,45,Prefer not to say,Project Manager,Education,16,Onsite,42,0,2
EMP2496,31,Male,Data Scientist,IT,20,Onsite,48,0,1
EMP2497,55,Prefer not to say,Software Engineer,Education,15,Onsite,41,15,3
EMP2498,47,Male,Project Manager,IT,19,Onsite,27,7,3
EMP2499,56,Female,Data Scientist,Healthcare,18,Remote,21,13,2
EMP2500,56,Prefer not to say,Marketing,Finance,21,Hybrid,48,8,2
EMP2501,34,Male,Project Manager,Retail,23,Remote,48,0,1
EMP2502,57,Prefer not to say,Sales,Education,32,Hybrid,32,3,2
EMP2503,22,Prefer not to say,HR,Consulting,26,Hybrid,49,14,3
EMP2504,57,Male,Project Manager,Retail,25,Hybrid,44,0,3
EMP2505,37,Male,Designer,Education,26,Remote,23,7,5
EMP2506,40,Prefer not to say,Sales,IT,25,Onsite,34,3,2
EMP2507,30,Prefer not to say,Sales,Healthcare,16,Remote,50,2,2
EMP2508,55,Prefer not to say,Marketing,IT,32,Onsite,35,7,5
EMP2509,49,Female,Project Manager,IT,27,Onsite,35,15,1
EMP2510,24,Male,Software Engineer,Retail,6,Onsite,43,6,1
EMP2511,56,Prefer not to say,Sales,Healthcare,27,Remote,20,15,1
EMP2512,23,Non-binary,Project Manager,Consulting,26,Onsite,29,9,4
EMP2513,28,Male,Software Engineer,Manufacturing,26,Hybrid,26,9,5
EMP2514,29,Female,Marketing,Consulting,6,Remote,38,1,1
EMP2515,31,Female,HR,IT,24,Remote,57,11,3
EMP2516,27,Female,Sales,Healthcare,23,Hybrid,58,3,3
EMP2517,26,Female,Software Engineer,Education,33,Remote,29,5,4
EMP2518,56,Male,Data Scientist,Retail,20,Remote,53,3,5
EMP2519,37,Prefer not to say,HR,Manufacturing,5,Onsite,41,4,5
EMP2520,40,Non-binary,Software Engineer,Finance,34,Remote,48,1,4
EMP2521,30,Non-binary,Data Scientist,Healthcare,25,Remote,20,15,3
EMP2522,36,Prefer not to say,HR,Education,13,Hybrid,44,9,3
EMP2523,33,Female,Project Manager,IT,4,Hybrid,33,5,5
EMP2524,55,Male,HR,Healthcare,2,Remote,41,9,5
EMP2525,39,Prefer not to say,Designer,Manufacturing,13,Hybrid,30,2,5
EMP2526,25,Female,Software Engineer,Finance,25,Remote,21,15,3
EMP2527,27,Male,Marketing,Manufacturing,29,Onsite,22,8,3
EMP2528,54,Male,HR,Consulting,31,Hybrid,32,2,1
EMP2529,35,Prefer not to say,HR,IT,31,Onsite,59,15,5
EMP2530,43,Non-binary,Designer,Finance,17,Hybrid,22,14,2
EMP2531,52,Non-binary,Designer,Manufacturing,19,Hybrid,50,8,5
EMP2532,34,Prefer not to say,Sales,Finance,27,Hybrid,49,2,1
EMP2533,33,Female,Data Scientist,Healthcare,6,Remote,24,12,4
EMP2534,47,Prefer not to say,Marketing,Retail,17,Remote,49,8,3
EMP2535,49,Prefer not to say,Designer,Healthcare,12,Onsite,33,13,4
EMP2536,55,Non-binary,Software Engineer,IT,16,Remote,27,11,2
EMP2537,32,Female,Project Manager,Retail,11,Hybrid,29,8,2
EMP2538,56,Non-binary,HR,Education,30,Remote,30,10,4
EMP2539,22,Female,Sales,Education,25,Onsite,24,8,3
EMP2540,42,Male,Marketing,Retail,22,Onsite,35,2,5
EMP2541,23,Non-binary,Software Engineer,Manufacturing,26,Onsite,25,11,1
EMP2542,23,Male,Designer,Education,34,Onsite,31,12,5
EMP2543,40,Non-binary,Software Engineer,Retail,24,Hybrid,57,4,2
EMP2544,54,Prefer not to say,Data Scientist,Healthcare,21,Remote,27,7,2
EMP2545,49,Female,Marketing,Education,29,Hybrid,25,7,1
EMP2546,58,Non-binary,Software Engineer,Retail,8,Onsite,47,2,2
EMP2547,60,Prefer not to say,Sales,Education,28,Onsite,22,12,5
EMP2548,25,Male,Sales,Education,22,Hybrid,39,13,2
EMP2549,53,Male,Designer,Consulting,1,Hybrid,47,4,2
EMP2550,48,Male,Software Engineer,Education,9,Remote,50,13,2
EMP2551,34,Non-binary,Designer,Retail,17,Remote,20,12,2
EMP2552,39,Male,Sales,Manufacturing,3,Onsite,42,7,5
EMP2553,24,Non-binary,Designer,Manufacturing,3,Remote,27,1,5
EMP2554,27,Non-binary,HR,Consulting,28,Remote,45,15,3
EMP2555,23,Female,Data Scientist,Manufacturing,25,Onsite,28,2,2
EMP2556,37,Prefer not to say,Software Engineer,Finance,18,Remote,47,14,1
EMP2557,23,Female,Data Scientist,IT,1,Onsite,39,0,4
EMP2558,36,Non-binary,Marketing,IT,21,Onsite,37,6,1
EMP2559,27,Female,Sales,Finance,32,Onsite,34,15,1
EMP2560,39,Female,Designer,Education,26,Remote,47,4,3
EMP2561,51,Female,Data Scientist,Retail,1,Onsite,24,13,4
EMP2562,47,Male,Data Scientist,Consulting,22,Onsite,27,14,2
EMP2563,30,Prefer not to say,Data Scientist,Consulting,29,Onsite,23,4,4
EMP2564,47,Male,Project Manager,IT,6,Onsite,52,10,2
EMP2565,48,Non-binary,Designer,Healthcare,5,Remote,31,13,3
EMP2566,42,Male,Project Manager,IT,5,Onsite,39,2,3
EMP2567,51,Prefer not to say,Sales,Healthcare,3,Remote,54,0,1
EMP2568,35,Prefer not to say,HR,Finance,7,Onsite,46,15,1
EMP2569,33,Male,Project Manager,Retail,9,Hybrid,59,0,5
EMP2570,54,Male,Data Scientist,Consulting,2,Hybrid,32,1,4
EMP2571,45,Non-binary,Sales,IT,15,Onsite,26,2,4
EMP2572,46,Prefer not to say,Marketing,Retail,8,Onsite,37,3,1
EMP2573,59,Non-binary,Project Manager,Manufacturing,21,Remote,59,6,4
EMP2574,50,Prefer not to say,Data Scientist,Manufacturing,16,Remote,38,0,1
